층,블록,열,넘버,전체_좌석,X,Y,Z,대칭점,무대_밑_좌우시야각,무대_위_좌우시야각,무대가_보이는_면적
1층,B블록,13,6,1층 B블록13열 6,875,1826,130,1층 D블록13열 7,20.8516105562254,49.531382099961526,2154.0276618565176
1층,B블록,13,7,1층 B블록13열 7,820,1834,130,1층 D블록13열 6,21.03691856874764,50.4717680168907,2186.933796571278
1층,B블록,13,8,1층 B블록13열 8,766,1841,130,1층 D블록13열 5,21.210963803078247,51.35624018926852,2218.386749614318
1층,B블록,13,9,1층 B블록13열 9,711,1849,130,1층 D블록13열 4,21.368419572723184,52.17906570683285,2249.042764199789
1층,B블록,13,10,1층 B블록13열 10,661,1853,130,1층 D블록13열 3,21.521018644181016,52.94169388925354,2276.1376973292486
1층,B블록,13,11,1층 B블록13열 11,606,1858,130,1층 D블록13열 2,21.67104797978143,53.70667637495015,2304.260372913811
1층,B블록,13,12,1층 B블록13열 12,552,1863,130,1층 D블록13열 1,21.80312207174435,54.389454227999245,2330.0081485335763
1층,C블록,13,1,1층 C블록13열 1,396,1875,130,1층 C블록13열 14,22.11783247250731,56.02781853850192,2393.0871893002086
1층,C블록,13,2,1층 C블록13열 2,335,1878,130,1층 C블록13열 13,22.218427909903724,56.54568638948423,2412.9098087429225
1층,C블록,13,3,1층 C블록13열 3,274,1881,130,1층 C블록13열 12,22.29883641076204,56.96674923655135,2429.4848678038356
1층,C블록,13,4,1층 C블록13열 4,213,1884,130,1층 C블록13열 11,22.358701098702532,57.28860341042539,2442.663970885512
1층,C블록,13,5,1층 C블록13열 5,152,1885,130,1층 C블록13열 10,22.41342377984172,57.56521918903046,2453.0668333071567
1층,C블록,13,6,1층 C블록13열 6,91,1886,130,1층 C블록13열 9,22.447341267741837,57.74074426163352,2459.91551446068
1층,C블록,13,7,1층 C블록13열 7,30,1887,130,1층 C블록13열 8,22.460296161461486,57.81416595357756,2463.148710806152
1층,C블록,13,8,1층 C블록13열 8,-30,1887,130,1층 C블록13열 7,22.460296161461486,57.81416595357756,2463.1487108061515
1층,C블록,13,9,1층 C블록13열 9,-91,1886,130,1층 C블록13열 6,22.447341267741837,57.74074426163352,2459.9155144606793
1층,C블록,13,10,1층 C블록13열 10,-152,1885,130,1층 C블록13열 5,22.41342377984172,57.56521918903046,2453.066833307157
1층,C블록,13,11,1층 C블록13열 11,-213,1884,130,1층 C블록13열 4,22.358701098702532,57.28860341042539,2442.663970885512
1층,C블록,13,12,1층 C블록13열 12,-274,1881,130,1층 C블록13열 3,22.29883641076204,56.96674923655135,2429.4848678038356
1층,C블록,13,13,1층 C블록13열 13,-335,1878,130,1층 C블록13열 2,22.218427909903724,56.54568638948423,2412.9098087429225
1층,C블록,13,14,1층 C블록13열 14,-396,1875,130,1층 C블록13열 1,22.11783247250731,56.02781853850192,2393.087189300209
1층,D블록,13,1,1층 D블록13열 1,-552,1863,130,1층 B블록13열 12,21.80312207174435,54.389454227999245,2330.0081485335763
1층,D블록,13,2,1층 D블록13열 2,-606,1858,130,1층 B블록13열 11,21.67104797978143,53.70667637495015,2304.260372913811
1층,D블록,13,3,1층 D블록13열 3,-661,1853,130,1층 B블록13열 10,21.521018644181016,52.94169388925354,2276.1376973292486
1층,D블록,13,4,1층 D블록13열 4,-711,1849,130,1층 B블록13열 9,21.368419572723184,52.17906570683285,2249.0427641997894
1층,D블록,13,5,1층 D블록13열 5,-766,1841,130,1층 B블록13열 8,21.210963803078247,51.35624018926852,2218.3867496143184
1층,D블록,13,6,1층 D블록13열 6,-820,1834,130,1층 B블록13열 7,21.03691856874764,50.4717680168907,2186.933796571278
1층,D블록,13,7,1층 D블록13열 7,-875,1826,130,1층 B블록13열 6,20.8516105562254,49.531382099961526,2154.0276618565176
1층,D블록,13,8,1층 D블록13열 8,-929,1818,130,1층 B블록13열 5,20.65766733778065,48.55934801856225,2121.095886897942
1층,D블록,13,9,1층 D블록13열 9,-981,1811,130,1층 B블록13열 4,20.45534813272335,47.56892260835085,2089.109229041463
1층,D블록,13,10,1층 D블록13열 10,-1035,1802,130,1층 B블록13열 3,20.24380114815025,46.526625782199815,2056.022153652741
1층,D블록,13,11,1층 D블록13열 11,-1090,1792,130,1층 B블록13열 2,20.021150966972122,45.436770225744226,2022.782736443401
1층,D블록,13,12,1층 D블록13열 12,-1144,1783,130,1층 B블록13열 1,19.787335310030837,44.322439503038986,1991.066134642499
1층,E블록,13,1,1층 E블록13열 1,-1298,1753,130,1층 A블록13열 12,19.08793610407228,41.05201614152844,1909.0062591608828
1층,E블록,13,2,1층 E블록13열 2,-1347,1743,130,1층 A블록13열 11,18.852035903946373,39.98382948344211,1886.4941429221835
1층,E블록,13,3,1층 E블록13열 3,-1400,1732,130,1층 A블록13열 10,18.590184710352656,38.81981152420643,1864.4482761902284
1층,E블록,13,4,1층 E블록13열 4,-1449,1720,130,1층 A블록13열 9,18.348593736362048,37.74720425797031,1846.1146660166503
1층,E블록,13,5,1층 E블록13열 5,-1497,1708,130,1층 A블록13열 8,18.106676431167102,36.692847522870785,1830.145173425444
1층,E블록,13,6,1층 E블록13열 6,-1546,1697,130,1층 A블록13열 7,17.84980619445637,35.61182581401519,1815.876832999514
1층,E블록,13,7,1층 E블록13열 7,-1594,1685,130,1층 A블록13열 6,17.5973483177528,34.55956299082603,1803.5376007112745
1층,E블록,13,8,1층 E블록13열 8,-1646,1672,130,1층 A블록13열 5,17.31874033208293,33.425842865411454,1791.8786074121422
1층,E블록,13,9,1층 E블록13열 9,-1694,1658,130,1층 A블록13열 4,17.062674158032,32.388221840961506,1782.3344926456537
1층,E블록,13,10,1층 E블록13열 10,-1742,1645,130,1층 A블록13열 3,16.79989009936286,31.359720511379056,1773.9540099986386
1층,E블록,13,11,1층 E블록13열 11,-1790,1631,130,1층 A블록13열 2,16.535963499116995,30.34217484189716,1766.408301483743
1층,E블록,13,12,1층 E블록13열 12,-1838,1618,130,1층 A블록13열 1,16.266778275506585,29.340487673346225,1759.6541121470343
1층,B블록,14,1,1층 B블록14열 1,1159,1877,151,1층 D블록14열 12,19.263167163657563,42.99208391439958,1973.246026951485
1층,B블록,14,2,1층 B블록14열 2,1105,1886,151,1층 D블록14열 11,19.47955101205638,44.006189813315274,2003.3759390841274
1층,B블록,14,3,1층 B블록14열 3,1051,1895,151,1층 D블록14열 10,19.686067458083357,44.99011713960573,2034.26922634595
1층,B블록,14,4,1층 B블록14열 4,996,1904,151,1층 D블록14열 9,19.886543941164312,45.95878423603557,2066.10056431842
1층,B블록,14,5,1층 B블록14열 5,942,1913,151,1층 D블록14열 8,20.071339342284976,46.86766452142217,2097.3279603531405
1층,B블록,14,6,1층 B블록14열 6,888,1920,151,1층 D블록14열 7,20.256171407368324,47.766145438070424,2128.274678416622
1층,B블록,14,7,1층 B블록14열 7,833,1928,151,1층 D블록14열 6,20.42741043517928,48.62031288808779,2159.1081053198836
1층,B블록,14,8,1층 B블록14열 8,779,1935,151,1층 D블록14열 5,20.588416397102993,49.42456087415169,2188.524069786524
1층,B블록,14,9,1층 B블록14열 9,724,1943,151,1층 D블록14열 4,20.734040909191073,50.172791920117724,2217.1846053566896
1층,B블록,14,10,1층 B블록14열 10,669,1948,151,1층 D블록14열 3,20.885411525417368,50.92354865855946,2244.818794694972
1층,B블록,14,11,1층 B블록14열 11,615,1953,151,1층 D블록14열 2,21.020509062525175,51.60256935623636,2270.4166621404265
1층,B블록,14,12,1층 B블록14열 12,560,1958,151,1층 D블록14열 1,21.14509560835926,52.23552874791976,2294.7554790100653
1층,C블록,14,1,1층 C블록14열 1,402,1969,151,1층 C블록14열 14,21.44685542863686,53.76931897695555,2354.187787329244
1층,C블록,14,2,1층 C블록14열 2,340,1973,151,1층 C블록14열 13,21.53440924475896,54.2247881885856,2372.547786198268
1층,C블록,14,3,1층 C블록14열 3,278,1976,151,1층 C블록14열 12,21.61000863519686,54.61468161070899,2388.115383545795
1층,C블록,14,4,1층 C블록14열 4,216,1979,151,1층 C블록14열 11,21.66624724095076,54.91252433804625,2400.494995080779
1층,C블록,14,5,1층 C블록14열 5,154,1980,151,1층 C블록14열 10,21.717638347135694,55.16861363552133,2410.227901592676
1층,C블록,14,6,1층 C블록14열 6,92,1981,151,1층 C블록14열 9,21.749428572960593,55.33081853077479,2416.631694268197
1층,C블록,14,7,1층 C블록14열 7,30,1982,151,1층 C블록14열 8,21.761474013423975,55.39817875222076,2419.651590264966
1층,C블록,14,8,1층 C블록14열 8,-30,1982,151,1층 C블록14열 7,21.761474013423975,55.39817875222076,2419.6515902649667
1층,C블록,14,9,1층 C블록14열 9,-92,1981,151,1층 C블록14열 6,21.749428572960593,55.33081853077479,2416.631694268197
1층,C블록,14,10,1층 C블록14열 10,-154,1980,151,1층 C블록14열 5,21.717638347135694,55.16861363552133,2410.227901592676
1층,C블록,14,11,1층 C블록14열 11,-216,1979,151,1층 C블록14열 4,21.66624724095076,54.91252433804625,2400.494995080779
1층,C블록,14,12,1층 C블록14열 12,-278,1976,151,1층 C블록14열 3,21.61000863519686,54.61468161070899,2388.115383545795
1층,C블록,14,13,1층 C블록14열 13,-340,1973,151,1층 C블록14열 2,21.53440924475896,54.2247881885856,2372.5477861982686
1층,C블록,14,14,1층 C블록14열 14,-402,1969,151,1층 C블록14열 1,21.44685542863686,53.76931897695555,2354.1877873292437
1층,D블록,14,1,1층 D블록14열 1,-560,1958,151,1층 B블록14열 12,21.14509560835926,52.23552874791976,2294.7554790100653
1층,D블록,14,2,1층 D블록14열 2,-615,1953,151,1층 B블록14열 11,21.020509062525175,51.60256935623636,2270.4166621404265
1층,D블록,14,3,1층 D블록14열 3,-669,1948,151,1층 B블록14열 10,20.885411525417368,50.92354865855946,2244.818794694972
1층,D블록,14,4,1층 D블록14열 4,-724,1943,151,1층 B블록14열 9,20.734040909191073,50.172791920117724,2217.184605356689
1층,D블록,14,5,1층 D블록14열 5,-779,1935,151,1층 B블록14열 8,20.588416397102993,49.42456087415169,2188.5240697865233
1층,D블록,14,6,1층 D블록14열 6,-833,1928,151,1층 B블록14열 7,20.42741043517928,48.62031288808779,2159.108105319883
1층,D블록,14,7,1층 D블록14열 7,-888,1920,151,1층 B블록14열 6,20.256171407368324,47.766145438070424,2128.274678416622
1층,D블록,14,8,1층 D블록14열 8,-942,1913,151,1층 B블록14열 5,20.071339342284976,46.86766452142217,2097.3279603531405
1층,D블록,14,9,1층 D블록14열 9,-996,1904,151,1층 B블록14열 4,19.886543941164312,45.95878423603557,2066.10056431842
1층,D블록,14,10,1층 D블록14열 10,-1051,1895,151,1층 B블록14열 3,19.686067458083357,44.99011713960573,2034.26922634595
1층,D블록,14,11,1층 D블록14열 11,-1105,1886,151,1층 B블록14열 2,19.47955101205638,44.006189813315274,2003.3759390841274
1층,D블록,14,12,1층 D블록14열 12,-1159,1877,151,1층 B블록14열 1,19.263167163657563,42.99208391439958,1973.246026951485
1층,A블록,15,1,1층 A블록15열 1,1878,1829,172,1층 E블록15열 12,15.62177736007881,28.870569706022508,1748.4754303194372
1층,A블록,15,2,1층 A블록15열 2,1830,1843,172,1층 E블록15열 11,15.850402266575665,29.72561588969939,1754.087213843585
1층,A블록,15,3,1층 A블록15열 3,1782,1856,172,1층 E블록15열 10,16.078093604328675,30.587554040490353,1760.3136267034647
1층,A블록,15,4,1층 A블록15열 4,1733,1869,172,1층 E블록15열 9,16.307725035350238,31.473535094042013,1767.5338739341942
1층,A블록,15,5,1층 A블록15열 5,1685,1883,172,1층 E블록15열 8,16.525420390008637,32.34265405651065,1775.7676011314197
1층,A블록,15,6,1층 A블록15열 6,1634,1896,172,1층 E블록15열 7,16.75724199325557,33.27102116232724,1785.7441180261883
1층,A블록,15,7,1층 A블록15열 7,1585,1908,172,1층 E블록15열 6,16.97685796404041,34.164536538432095,1796.8442311883173
1층,A블록,15,8,1층 A블록15열 8,1537,1920,172,1층 E블록15열 5,17.186508667955813,35.03671770444492,1809.4124951011074
1층,A블록,15,9,1층 A블록15열 9,1488,1932,172,1층 E블록15열 4,17.396114978711996,35.923258692282786,1824.08247199431
1층,A블록,15,10,1층 A블록15열 10,1439,1943,172,1층 E블록15열 3,17.603715418742603,36.80836246206835,1840.6255801358245
1층,A블록,15,11,1층 A블록15열 11,1387,1954,172,1층 E블록15열 2,17.82032938267714,37.74279146070964,1860.2659438925161
1층,A블록,15,12,1층 A블록15열 12,1338,1964,172,1층 E블록15열 1,18.019770973432042,38.61523043820392,1880.6641634343064
1층,B블록,15,1,1층 B블록15열 1,1180,1995,172,1층 D블록15열 13,18.62376706869371,41.33814835302359,1956.5118185411673
1층,B블록,15,2,1층 B블록15열 2,1129,2004,172,1층 D블록15열 12,18.807612509100846,42.18497289721541,1983.1672029813483
1층,B블록,15,3,1층 B블록15열 3,1078,2012,172,1층 D블록15열 11,18.98821033594694,43.01920474828288,2010.3317986562063
1층,B블록,15,4,1층 B블록15열 4,1028,2020,172,1층 D블록15열 10,19.15642946018438,43.80906541269542,2037.2251519735298
1층,B블록,15,5,1층 B블록15열 5,977,2029,172,1층 D블록15열 9,19.314930769293056,44.57273853823724,2064.628217522717
1층,B블록,15,6,1층 B블록15열 6,926,2036,172,1층 D블록15열 8,19.47481908303644,45.33225635677573,2091.760545675521
1층,B블록,15,7,1층 B블록15열 7,875,2043,172,1층 D블록15열 7,19.625505784570542,46.05749264490097,2118.4166225851814
1층,B블록,15,8,1층 B블록15열 8,824,2050,172,1층 D블록15열 6,19.766605686375396,46.74551314970398,2144.381948187851
1층,B블록,15,9,1층 B블록15열 9,773,2057,172,1층 D블록15열 5,19.897758185516,47.39354879857972,2169.4621805332936
1층,B블록,15,10,1층 B블록15열 10,722,2064,172,1층 D블록15열 4,20.018629673929873,47.99901929536363,2193.4817271302045
1층,B블록,15,11,1층 B블록15열 11,670,2068,172,1층 D블록15열 3,20.150029822687994,48.63028033242179,2217.1321531741164
1층,B블록,15,12,1층 B블록15열 12,619,2073,172,1층 D블록15열 2,20.26195988365395,49.1845376303688,2238.9124790840065
1층,B블록,15,13,1층 B블록15열 13,568,2077,172,1층 D블록15열 1,20.369462986100988,49.71254202341938,2259.4492116268952
1층,C블록,15,1,1층 C블록15열 1,406,2089,172,1층 C블록15열 14,20.6427474408953,51.08085443196934,2314.4013974918025
1층,C블록,15,2,1층 C블록15열 2,344,2093,172,1층 C블록15열 13,20.720980228227848,51.47998038817534,2330.935626704368
1층,C블록,15,3,1층 C블록15열 3,281,2096,172,1층 C블록15열 12,20.79005722497205,51.82879602890063,2345.182181372692
1층,C블록,15,4,1층 C블록15열 4,219,2099,172,1층 C블록15열 11,20.84028611749372,52.08990173837575,2356.329748366951
1층,C블록,15,5,1층 C블록15열 5,156,2100,172,1층 C블록15열 10,20.88742660647283,52.319959728187364,2365.230481724238
1층,C블록,15,6,1층 C블록15열 6,94,2101,172,1층 C블록15열 9,20.91608115067032,52.463310555618314,2371.008966366408
1층,C블록,15,7,1층 C블록15열 7,31,2102,172,1층 C블록15열 8,20.92727020926776,52.524486892600194,2373.813939111592
1층,C블록,15,8,1층 C블록15열 8,-31,2102,172,1층 C블록15열 7,20.92727020926776,52.524486892600194,2373.813939111592
1층,C블록,15,9,1층 C블록15열 9,-94,2101,172,1층 C블록15열 6,20.91608115067032,52.463310555618314,2371.008966366408
1층,C블록,15,10,1층 C블록15열 10,-156,2100,172,1층 C블록15열 5,20.88742660647283,52.319959728187364,2365.2304817242375
1층,C블록,15,11,1층 C블록15열 11,-219,2099,172,1층 C블록15열 4,20.84028611749372,52.08990173837575,2356.329748366951
1층,C블록,15,12,1층 C블록15열 12,-281,2096,172,1층 C블록15열 3,20.79005722497205,51.82879602890063,2345.1821813726915
1층,C블록,15,13,1층 C블록15열 13,-344,2093,172,1층 C블록15열 2,20.720980228227848,51.47998038817534,2330.935626704368
1층,C블록,15,14,1층 C블록15열 14,-406,2089,172,1층 C블록15열 1,20.6427474408953,51.08085443196934,2314.4013974918025
1층,D블록,15,1,1층 D블록15열 1,-568,2077,172,1층 B블록15열 13,20.369462986100988,49.71254202341938,2259.4492116268952
1층,D블록,15,2,1층 D블록15열 2,-619,2073,172,1층 B블록15열 12,20.26195988365395,49.1845376303688,2238.9124790840065
1층,D블록,15,3,1층 D블록15열 3,-670,2068,172,1층 B블록15열 11,20.150029822687994,48.63028033242179,2217.132153174116
1층,D블록,15,4,1층 D블록15열 4,-722,2064,172,1층 B블록15열 10,20.018629673929873,47.99901929536363,2193.4817271302045
1층,D블록,15,5,1층 D블록15열 5,-773,2057,172,1층 B블록15열 9,19.897758185516,47.39354879857972,2169.4621805332936
1층,D블록,15,6,1층 D블록15열 6,-824,2050,172,1층 B블록15열 8,19.766605686375396,46.74551314970398,2144.381948187851
1층,D블록,15,7,1층 D블록15열 7,-875,2043,172,1층 B블록15열 7,19.625505784570542,46.05749264490097,2118.416622585181
1층,D블록,15,8,1층 D블록15열 8,-926,2036,172,1층 B블록15열 6,19.47481908303644,45.33225635677573,2091.760545675521
1층,D블록,15,9,1층 D블록15열 9,-977,2029,172,1층 B블록15열 5,19.314930769293056,44.57273853823724,2064.628217522717
1층,D블록,15,10,1층 D블록15열 10,-1028,2020,172,1층 B블록15열 4,19.15642946018438,43.80906541269542,2037.2251519735303
1층,D블록,15,11,1층 D블록15열 11,-1078,2012,172,1층 B블록15열 3,18.98821033594694,43.01920474828288,2010.3317986562063
1층,D블록,15,12,1층 D블록15열 12,-1129,2004,172,1층 B블록15열 2,18.807612509100846,42.18497289721541,1983.1672029813483
1층,D블록,15,13,1층 D블록15열 13,-1180,1995,172,1층 B블록15열 1,18.62376706869371,41.33814835302359,1956.5118185411673
1층,E블록,15,1,1층 E블록15열 1,-1338,1964,172,1층 A블록15열 12,18.019770973432042,38.61523043820392,1880.6641634343064
1층,E블록,15,2,1층 E블록15열 2,-1387,1954,172,1층 A블록15열 11,17.82032938267714,37.74279146070964,1860.2659438925161
1층,E블록,15,3,1층 E블록15열 3,-1439,1943,172,1층 A블록15열 10,17.603715418742603,36.80836246206835,1840.6255801358245
1층,E블록,15,4,1층 E블록15열 4,-1488,1932,172,1층 A블록15열 9,17.396114978711996,35.923258692282786,1824.08247199431
1층,E블록,15,5,1층 E블록15열 5,-1537,1920,172,1층 A블록15열 8,17.186508667955813,35.03671770444492,1809.4124951011074
1층,E블록,15,6,1층 E블록15열 6,-1585,1908,172,1층 A블록15열 7,16.97685796404041,34.164536538432095,1796.8442311883175
