층,블록,열,넘버,전체_좌석,X,Y,Z,대칭점,무대까지의 거리,좌우면적시야각,상하면적시야각,좌우시야각,상하시야각,주성분
1층,A블록,11,11,1층 A블록11열 11,1265,1566,89,1층 E블록11열 1,2015.06873331904,34.155471012421486,17.26792383304801,38.93094994997757,-2.531419232576193,-275.4788453380917
1층,B블록,11,1,1층 B블록11열 1,1113,1596,89,1층 D블록11열 12,1947.7951637685107,37.59661313441971,16.156952219482605,34.89070150750483,-2.6189101165427746,-342.7767943521112
1층,B블록,11,2,1층 B블록11열 2,1060,1605,89,1층 D블록11열 11,1925.498896390232,38.78554407499686,15.71460132929897,33.44221422192766,-2.64925722840076,-365.08103337414457
1층,B블록,11,3,1층 B블록11열 3,1008,1613,89,1층 D블록11열 10,1904.141276271275,39.94204571297901,15.252956704813489,32.002190175345326,-2.6789939242472824,-386.4461298854283
1층,B블록,11,4,1층 B블록11열 4,956,1622,89,1층 D블록11열 9,1884.8716136649728,41.06079743052892,14.739718320441428,30.514919198841945,-2.7064024448582726,-405.7225714655581
1층,B블록,11,5,1층 B블록11열 5,904,1630,89,1층 D블록11열 8,1866.021704053841,42.160443615004766,14.20050956797536,29.012804163127527,-2.733762252819277,-424.578781018447
1층,B블록,11,6,1층 B블록11열 6,852,1637,89,1층 D블록11열 7,1847.59140504604,43.23860430534697,13.634844337006314,27.495366219117745,-2.761053405840335,-443.0148607277159
1층,B블록,11,7,1층 B블록11열 7,800,1645,89,1층 D블록11열 6,1831.3781695761256,44.256698275651694,13.017860326933386,25.934682950288074,-2.78551627021327,-459.2328829925857
1층,B블록,11,8,1층 B블록11열 8,747,1652,89,1층 D블록11열 5,1815.222851332585,45.26378636294329,12.3637557082676,24.33149230928688,-2.8103269237652704,-475.3924310781725
1층,B블록,11,9,1층 B블록11열 9,695,1660,89,1층 D블록11열 4,1801.817415833247,46.17271663730332,11.671233237962989,22.71782728816814,-2.8312525937500204,-488.8007959180899
1층,B블록,11,10,1층 B블록11열 10,642,1664,89,1층 D블록11열 3,1785.7718219302262,47.125897532570974,10.974776782070808,21.09747760312908,-2.85671309350819,-504.84938997243995
1층,B블록,11,11,1층 B블록11열 11,590,1669,89,1층 D블록11열 2,1772.4508455807738,47.97582069242214,10.242866178602096,19.46876081430717,-2.878200927491451,-518.1720184924847
1층,B블록,11,12,1층 B블록11열 12,537,1674,89,1층 D블록11열 1,1760.274410425829,48.77463010448128,9.463085431755148,17.78564506591033,-2.898127390766257,-530.349062908976
1층,C블록,11,1,1층 C블록11열 1,386,1685,89,1층 C블록11열 14,1730.9367406118572,50.70947867341674,7.1032927394977365,12.902697179410383,-2.947290799108679,-559.6830413072763
1층,C블록,11,2,1층 C블록11열 2,327,1688,89,1층 C블록11열 13,1721.6834784593827,51.31789462887468,6.13763557233267,10.96356093057634,-2.963145240169,-568.9326647106445
1층,C블록,11,3,1층 C블록11열 3,267,1691,89,1층 C블록11열 12,1714.2610652989815,51.82576091622629,5.13807362621946,8.972626614896393,-2.975986601228608,-576.3499577186594
1층,C블록,11,4,1층 C블록11열 4,208,1694,89,1층 C블록11열 11,1709.0409591346838,52.20905509238784,4.153645453211416,7.000098422892013,-2.985084695429625,-581.5637213461489
1층,C블록,11,5,1층 C블록11열 5,148,1695,89,1층 C블록11열 10,1703.7752199160543,52.54214802895208,3.188948495351647,4.990161310051167,-2.994318883764244,-586.8225666902978
1층,C블록,11,6,1층 C블록11열 6,89,1696,89,1층 C블록11열 9,1700.663987976461,52.75081862615528,2.332061450537973,3.0039217567974896,-2.9998017625074302,-589.9266549883231
1층,C블록,11,7,1층 C블록11열 7,29,1697,89,1층 C블록11열 8,1699.5796539144612,52.84137380055535,1.7363871452223438,0.9790311661214862,-3.001717392358789,-591.005264790165
1층,C블록,11,8,1층 C블록11열 8,-29,1697,89,1층 C블록11열 7,1699.5796539144612,52.84137380055535,1.7363871452223438,-0.9790311661214862,-3.001717392358789,-591.0047321319718
1층,C블록,11,9,1층 C블록11열 9,-89,1696,89,1층 C블록11열 6,1700.663987976461,52.75081862615528,2.332061450537973,-3.0039217567974896,-2.9998017625074302,-589.9250206547175
1층,C블록,11,10,1층 C블록11열 10,-148,1695,89,1층 C블록11열 5,1703.7752199160543,52.54214802895208,3.188948495351647,-4.990161310051167,-2.994318883764244,-586.8198517100199
1층,C블록,11,11,1층 C블록11열 11,-208,1694,89,1층 C블록11열 4,1709.0409591346838,52.20905509238784,4.153645453211416,-7.000098422892013,-2.985084695429625,-581.5599128261471
1층,C블록,11,12,1층 C블록11열 12,-267,1691,89,1층 C블록11열 3,1714.2610652989815,51.82576091622629,5.13807362621946,-8.972626614896393,-2.975986601228608,-576.3450760118794
1층,C블록,11,13,1층 C블록11열 13,-327,1688,89,1층 C블록11열 2,1721.6834784593827,51.31789462887468,6.13763557233267,-10.96356093057634,-2.963145240169,-568.9266998029285
1층,C블록,11,14,1층 C블록11열 14,-386,1685,89,1층 C블록11열 1,1730.9367406118572,50.70947867341674,7.1032927394977365,-12.902697179410383,-2.947290799108679,-559.6760213802243
1층,D블록,11,1,1층 D블록11열 1,-537,1674,89,1층 B블록11열 12,1760.274410425829,48.77463010448128,9.463085431755148,-17.78564506591033,-2.898127390766257,-530.3393863328927
1층,D블록,11,2,1층 D블록11열 2,-590,1669,89,1층 B블록11열 11,1772.4508455807738,47.97582069242214,10.242866178602096,-19.46876081430717,-2.878200927491451,-518.1614261892777
1층,D블록,11,3,1층 D블록11열 3,-642,1664,89,1층 B블록11열 10,1785.7718219302262,47.125897532570974,10.974776782070808,-21.09747760312908,-2.85671309350819,-504.8379115387686
1층,D블록,11,4,1층 D블록11열 4,-695,1660,89,1층 B블록11열 9,1801.817415833247,46.17271663730332,11.671233237962989,-22.71782728816814,-2.8312525937500204,-488.78843590621585
1층,D블록,11,5,1층 D블록11열 5,-747,1652,89,1층 B블록11열 8,1815.222851332585,45.26378636294329,12.3637557082676,-24.33149230928688,-2.8103269237652704,-475.37919312499844
1층,D블록,11,6,1층 D블록11열 6,-800,1645,89,1층 B블록11열 7,1831.3781695761256,44.256698275651694,13.017860326933386,-25.934682950288074,-2.78551627021327,-459.2187727968725
1층,D블록,11,7,1층 D블록11열 7,-852,1637,89,1층 B블록11열 6,1847.59140504604,43.23860430534697,13.634844337006314,-27.495366219117745,-2.761053405840335,-442.99990141630656
1층,D블록,11,8,1층 D블록11열 8,-904,1630,89,1층 B블록11열 5,1866.021704053841,42.160443615004766,14.20050956797536,-29.012804163127527,-2.733762252819277,-424.5629961196798
1층,D블록,11,9,1층 D블록11열 9,-956,1622,89,1층 B블록11열 4,1884.8716136649728,41.06079743052892,14.739718320441428,-30.514919198841945,-2.7064024448582726,-405.70596931611635
1층,D블록,11,10,1층 D블록11열 10,-1008,1613,89,1층 B블록11열 3,1904.141276271275,39.94204571297901,15.252956704813489,-32.002190175345326,-2.6789939242472824,-386.42871856146917
1층,D블록,11,11,1층 D블록11열 11,-1060,1605,89,1층 B블록11열 2,1925.498896390232,38.78554407499686,15.71460132929897,-33.44221422192766,-2.64925722840076,-365.0628385811465
1층,D블록,11,12,1층 D블록11열 12,-1113,1596,89,1층 B블록11열 1,1947.7951637685107,37.59661313441971,16.156952219482605,-34.89070150750483,-2.6189101165427746,-342.75781148550794
1층,E블록,11,1,1층 E블록11열 1,-1265,1566,89,1층 A블록11열 11,2015.06873331904,34.155471012421486,17.26792383304801,-38.93094994997757,-2.531419232576193,-275.45766430710904
1층,E블록,11,2,1층 E블록11열 2,-1315,1556,89,1층 A블록11열 10,2039.18660254524,33.018761189053954,17.56909432649078,-40.20167663796195,-2.501460478086036,-251.33070854544144
1층,E블록,11,3,1층 E블록11열 3,-1368,1544,89,1층 A블록11열 9,2064.771415919932,31.823376041808235,17.872175849778987,-41.54127568119358,-2.470445258343255,-225.73623365857864
1층,E블록,11,4,1층 E블록11열 4,-1421,1531,89,1층 A블록11열 8,2090.7230806589378,30.63745037467928,18.15374500584433,-42.86598201046324,-2.4397615251633518,-199.77489149640863
1층,E블록,11,5,1층 E블록11열 5,-1471,1519,89,1층 A블록11열 7,2116.3938669349805,29.528856451457845,18.385954350592275,-44.08028053604483,-2.410150878384254,-174.0950147888702
1층,E블록,11,6,1층 E블록11열 6,-1521,1507,89,1층 A블록11열 6,2142.9911339060645,28.43484844801533,18.590170224656656,-45.26490594369209,-2.380220488286107,-147.48876436773944
1층,E블록,11,7,1층 E블록11열 7,-1570,1495,89,1층 A블록11열 5,2169.757129265854,27.379830624032312,18.767171009555017,-46.40173771406211,-2.3508416384545985,-120.71411404389596
1층,E블록,11,8,1층 E블록11열 8,-1626,1480,89,1층 A블록11열 4,2200.4992615313463,26.194954037952723,18.954132486869256,-47.6912526983898,-2.3179810871049784,-89.96226252172792
1층,E블록,11,9,1층 E블록11열 9,-1675,1466,89,1층 A블록11열 3,2227.712279447236,25.17742818176583,19.101979667050568,-48.806810556646106,-2.289650198367247,-62.74091793470405
1층,E블록,11,10,1층 E블록11열 10,-1724,1452,89,1층 A블록11열 2,2255.748434555592,24.182024671377945,19.22680122322301,-49.89499902095104,-2.261177809924265,-34.69668492218302
1층,E블록,11,11,1층 E블록11열 11,-1773,1439,89,1층 A블록11열 1,2285.206992812686,23.21582372479168,19.319168635887213,-50.93656903417765,-2.2320141608159068,-5.230426150407371
1층,A블록,12,1,1층 A블록12열 1,1813,1526,109,1층 E블록12열 12,2372.240712912583,22.910772964778527,18.38744906506001,49.912719705169074,-2.6335605598493737,81.77649417651357
1층,A블록,12,2,1층 A블록12열 2,1765,1540,109,1층 E블록12열 11,2344.93198195598,23.783748848796392,18.275454757485807,48.894611017513306,-2.664252613429621,54.461804025292494
1층,A블록,12,3,1층 A블록12열 3,1717,1553,109,1층 E블록12열 10,2317.7098610481858,24.67212069154625,18.15461161492648,47.871144134517095,-2.6955679447101875,27.233579931905364
1층,A블록,12,4,1층 A블록12열 4,1668,1567,109,1층 E블록12열 9,2291.199249301553,25.59869083867614,18.00319608233363,46.788251800297,-2.726780789292694,0.7165042436974761
1층,A블록,12,5,1층 A블록12열 5,1620,1581,109,1층 E블록12열 8,2266.239616633686,26.52149568638778,17.83064855678831,45.6980396264553,-2.7568357447586984,-24.24961680961825
1층,A블록,12,6,1층 A블록12열 6,1572,1593,109,1층 E블록12열 7,2240.694981473382,27.45514934772248,17.65814384465834,44.61984400838932,-2.7882892424888457,-49.80078186348483
1층,A블록,12,7,1층 A블록12열 7,1523,1604,109,1층 E블록12열 6,2214.548712492005,28.42157678465701,17.47326464420681,43.51617507185083,-2.821235906472065,-75.95380017720984
1층,A블록,12,8,1층 A블록12열 8,1475,1616,109,1층 E블록12열 5,2190.6533272062925,29.37882329841438,17.25553582377887,42.388188812730384,-2.8520349158364366,-99.855892187095
1층,A블록,12,9,1층 A블록12열 9,1426,1628,109,1층 E블록12열 4,2166.965851138407,30.36360385620906,17.01161763280213,41.21581081692251,-2.883237199175856,-123.55022899099872
1층,A블록,12,10,1층 A블록12열 10,1378,1640,109,1층 E블록12열 3,2144.846148328593,31.33156097747749,16.745107240639868,40.03845163928977,-2.9129974111375496,-145.67661509813757
1층,A블록,12,11,1층 A블록12열 11,1329,1650,109,1층 E블록12열 2,2121.466945299879,32.32927171260661,16.473292408616718,38.84986432231545,-2.94512766609696,-169.06262268633236
1층,A블록,12,12,1층 A블록12열 12,1280,1660,109,1층 E블록12열 1,2099.019056607157,33.32789825746758,16.174880650228165,37.63525375501735,-2.976652451882796,-191.51722410674785
1층,B블록,12,1,1층 B블록12열 1,1127,1690,109,1층 D블록12열 12,2034.234499756604,36.41782439584439,15.079188834931172,33.69789054334149,-3.07153983722806,-256.3215963268063
1층,B블록,12,2,1층 B블록12열 2,1074,1699,109,1층 D블록12열 11,2012.9475899784368,37.47338803206954,14.65110531967512,32.29847687621598,-3.104053002691402,-277.6148536627785
1층,B블록,12,3,1층 B블록12열 3,1021,1707,109,1층 D블록12열 10,1992.0268572486668,38.51974471441695,14.20049955232125,30.884714292838375,-3.136684931220375,-298.54162582236506
1층,B블록,12,4,1층 B블록12열 4,969,1716,109,1층 D블록12열 9,1973.7015985198973,39.50804174143898,13.711403798287185,29.452779211552155,-3.1658376972318205,-316.8721789508153
1층,B블록,12,5,1층 B블록12열 5,916,1724,109,1층 D블록12열 8,1955.2782410695413,40.49918028428168,13.192311810090564,27.98271418375592,-3.195698221180273,-335.300521797591
1층,B블록,12,6,1층 B블록12열 6,863,1732,109,1층 D블록12열 7,1938.162531884259,41.45426064837482,12.638846505835213,26.485602492829123,-3.223948786177457,-352.42057671088605
1층,B블록,12,7,1층 B블록12열 7,810,1739,109,1층 D블록12열 6,1921.4843220801984,42.38423795087789,12.062446409269487,24.97539441658657,-3.2519621592363337,-369.10260212631243
1층,B블록,12,8,1층 B블록12열 8,757,1746,109,1층 D블록12열 5,1906.160014269526,43.26901665724231,11.45254198073119,23.439742925998942,-3.2781343057915424,-384.4299713455463
1층,B블록,12,9,1층 B블록12열 9,704,1754,109,1층 D블록12열 4,1893.1489640279235,44.083653295646,10.800243424102606,21.868961955950557,-3.300688819155002,-397.4430612000483
1층,B블록,12,10,1층 B블록12열 10,651,1759,109,1층 D블록12열 3,1878.7663505609205,44.90132785207962,10.147072406934909,20.30934416778708,-3.325985058388213,-411.82747062988085
1층,B블록,12,11,1층 B블록12열 11,597,1764,109,1층 D블록12열 2,1865.472058220117,45.67822489738551,9.451022723655676,18.697637769684132,-3.349714647134362,-425.1227109189912
1층,B블록,12,12,1층 B블록12열 12,544,1768,109,1층 D블록12열 1,1853.008634626401,46.39933030044894,8.747029513680843,17.102728969052375,-3.37227095112397,-437.58634855960474
1층,C블록,12,1,1층 C블록12열 1,390,1780,109,1층 C블록12열 14,1825.4810324952707,48.1055891771158,6.561576354554728,12.35828505931762,-3.423183734795953,-465.1091018956331
1층,C블록,12,2,1층 C블록12열 2,330,1783,109,1층 C블록12열 13,1816.5544307837297,48.646196240759,5.682367688103654,10.485723384234102,-3.440025552208528,-474.03205138777304
1층,C블록,12,3,1층 C블록12열 3,270,1786,109,1층 C블록12열 12,1809.5792328605007,49.08845592688949,4.794589496836396,8.596640827008047,-3.453301511517475,-481.00245219918736
1층,C블록,12,4,1층 C블록12열 4,210,1789,109,1층 C블록12열 11,1804.578067028412,49.42875824273003,3.915847406055328,6.694970715394243,-3.4628835651942795,-485.9978149692509
1층,C블록,12,5,1층 C블록12열 5,150,1790,109,1층 C블록12열 10,1799.5780060892052,49.71986962980117,3.0845891904417,4.790130722363228,-3.472516840567138,-490.99184814896995
1층,C블록,12,6,1층 C블록12열 6,90,1791,109,1층 C블록12열 9,1796.5695088139507,49.90578256443957,2.3587921467230424,2.876765070300577,-3.478338992081286,-493.9942868868877
1층,C블록,12,7,1층 C블록12열 7,30,1792,109,1층 C블록12열 8,1795.562585932331,49.98494733285314,1.8884550699143137,0.9591031435538184,-3.4802919910341834,-494.99668410587844
1층,C블록,12,8,1층 C블록12열 8,-30,1792,109,1층 C블록12열 7,1795.562585932331,49.98494733285314,1.8884550699143137,-0.9591031435538184,-3.4802919910341834,-494.99616228985735
1층,C블록,12,9,1층 C블록12열 9,-90,1791,109,1층 C블록12열 6,1796.5695088139507,49.90578256443957,2.3587921467230424,-2.876765070300577,-3.478338992081286,-493.9927217349928
1층,C블록,12,10,1층 C블록12열 10,-150,1790,109,1층 C블록12열 5,1799.5780060892052,49.71986962980117,3.0845891904417,-4.790130722363228,-3.472516840567138,-490.989241998661
1층,C블록,12,11,1층 C블록12열 11,-210,1789,109,1층 C블록12열 4,1804.578067028412,49.42875824273003,3.915847406055328,-6.694970715394243,-3.4628835651942795,-485.9941724590544
1층,C블록,12,12,1층 C블록12열 12,-270,1786,109,1층 C블록12열 3,1809.5792328605007,49.08845592688949,4.794589496836396,-8.596640827008047,-3.453301511517475,-480.99777505373015
1층,C블록,12,13,1층 C블록12열 13,-330,1783,109,1층 C블록12열 2,1816.5544307837297,48.646196240759,5.682367688103654,-10.485723384234102,-3.440025552208528,-474.0263464555235
1층,C블록,12,14,1층 C블록12열 14,-390,1780,109,1층 C블록12열 1,1825.4810324952707,48.1055891771158,6.561576354554728,-12.35828505931762,-3.423183734795953,-465.10237816505185
1층,D블록,12,1,1층 D블록12열 1,-544,1768,109,1층 B블록12열 12,1853.008634626401,46.39933030044894,8.747029513680843,-17.102728969052375,-3.37227095112397,-437.57704353538503
1층,D블록,12,2,1층 D블록12열 2,-597,1764,109,1층 B블록12열 11,1865.472058220117,45.67822489738551,9.451022723655676,-18.697637769684132,-3.349714647134362,-425.1125381581053
1층,D블록,12,3,1층 D블록12열 3,-651,1759,109,1층 B블록12열 10,1878.7663505609205,44.90132785207962,10.147072406934909,-20.30934416778708,-3.325985058388213,-411.8164209933164
1층,D블록,12,4,1층 D블록12열 4,-704,1754,109,1층 B블록12열 9,1893.1489640279235,44.083653295646,10.800243424102606,-21.868961955950557,-3.300688819155002,-397.43116302748024
1층,D블록,12,5,1층 D블록12열 5,-757,1746,109,1층 B블록12열 8,1906.160014269526,43.26901665724231,11.45254198073119,-23.439742925998942,-3.2781343057915424,-384.4172185634596
1층,D블록,12,6,1층 D블록12열 6,-810,1739,109,1층 B블록12열 7,1921.4843220801984,42.38423795087789,12.062446409269487,-24.97539441658657,-3.2519621592363337,-369.089013847485
1층,D블록,12,7,1층 D블록12열 7,-863,1732,109,1층 B블록12열 6,1938.162531884259,41.45426064837482,12.638846505835213,-26.485602492829123,-3.223948786177457,-352.4061667782305
1층,D블록,12,8,1층 D블록12열 8,-916,1724,109,1층 B블록12열 5,1955.2782410695413,40.49918028428168,13.192311810090564,-27.98271418375592,-3.195698221180273,-335.28529733641386
