seat,예매여부,좌석 오픈 여부,좌석 별 평균 가격,거래까지걸린시간_시간,거래까지걸린시간_등수,좌석 예매율,층,블록,열,넘버,X,Y,Z,대칭점,무대_밑_좌우시야각,무대_위_좌우시야각,무대가_보이는_면적
1층 C블록20열 14,94,162,25606.382978723403,712.7664893617022,920.925925925926,0.5802469135802469,1층,C블록,20,14,-360,2568,285,1층 C블록20열 2,18,42,2202
1층 C블록20열 15,75,143,26386.666666666668,707.0659999999999,918.3399710066448,0.5244755244755245,1층,C블록,20,15,-420,2564,285,1층 C블록20열 1,17,42,2191
1층 C블록20열 2,103,160,31640.776699029127,702.2605177993527,792.5019349545078,0.64375,1층,C블록,20,2,360,2568,285,1층 C블록20열 14,18,42,2202
1층 C블록20열 3,83,140,33987.951807228914,725.4397590361446,786.5098231459976,0.5928571428571429,1층,C블록,20,3,300,2571,285,1층 C블록20열 13,18,42,2212
1층 C블록20열 4,95,151,31631.57894736842,779.9035087719298,785.110815953021,0.6291390728476821,1층,C블록,20,4,240,2574,285,1층 C블록20열 12,18,43,2220
1층 C블록20열 5,84,148,27797.619047619046,744.4434523809524,896.1373314809088,0.5675675675675675,1층,C블록,20,5,180,2575,285,1층 C블록20열 11,18,43,2226
1층 C블록20열 6,82,148,25780.48780487805,783.2873983739837,903.0452377796513,0.5540540540540541,1층,C블록,20,6,120,2576,285,1층 C블록20열 10,18,43,2230
1층 C블록20열 7,76,141,31171.052631578947,673.0300438596491,886.6573491141555,0.5390070921985816,1층,C블록,20,7,60,2577,285,1층 C블록20열 9,18,43,2233
1층 C블록20열 8,95,159,27884.21052631579,730.5263157894736,872.551128465747,0.5974842767295597,1층,C블록,20,8,0,2578,285,1층 C블록20열 8,18,43,2234
1층 C블록20열 9,72,137,25791.666666666668,706.7210648148148,891.31615213469,0.5255474452554745,1층,C블록,20,9,-60,2577,285,1층 C블록20열 7,18,43,2233
1층 C블록21열 1,77,155,24558.44155844156,699.2755411255412,1025.2532953520179,0.4967741935483871,1층,C블록,21,1,446,2658,308,1층 C블록21열 16,17,40,2169
1층 C블록21열 10,65,152,14338.461538461539,734.3733333333332,1144.3024091486143,0.4276315789473684,1층,C블록,21,10,-89,2671,308,1층 C블록21열 7,17,41,2211
1층 C블록21열 11,67,156,16492.537313432837,683.7126865671642,1166.0318003714428,0.42948717948717946,1층,C블록,21,11,-149,2670,308,1층 C블록21열 6,17,41,2208
1층 C블록21열 12,66,145,18909.090909090908,733.005808080808,1048.5389380408503,0.45517241379310347,1층,C블록,21,12,-208,2669,308,1층 C블록21열 5,17,41,2203
1층 C블록21열 13,74,154,18310.81081081081,663.125,1061.552610522146,0.4805194805194805,1층,C블록,21,13,-268,2668,308,1층 C블록21열 4,17,41,2197
1층 C블록21열 14,68,149,21250.0,724.2688725490196,1074.1563594855143,0.4563758389261745,1층,C블록,21,14,-327,2665,308,1층 C블록21열 3,17,41,2189
1층 C블록21열 15,76,153,22039.473684210527,710.796052631579,1034.726255585381,0.49673202614379086,1층,C블록,21,15,-387,2661,308,1층 C블록21열 2,17,41,2180
1층 C블록21열 16,70,149,26628.571428571428,678.2395238095238,1039.608059118509,0.4697986577181208,1층,C블록,21,16,-446,2658,308,1층 C블록21열 1,17,40,2169
1층 C블록21열 2,71,147,24323.943661971833,676.8868544600939,1000.780368407228,0.48299319727891155,1층,C블록,21,2,387,2661,308,1층 C블록21열 15,17,41,2180
1층 C블록21열 3,73,151,25438.35616438356,726.6657534246575,1048.1989280750433,0.48344370860927155,1층,C블록,21,3,327,2665,308,1층 C블록21열 14,17,41,2189
1층 C블록21열 4,69,144,33797.10144927536,753.2152173913043,1001.5825244909397,0.4791666666666667,1층,C블록,21,4,268,2668,308,1층 C블록21열 13,17,41,2197
1층 C블록21열 5,73,153,22260.27397260274,764.0397260273973,1060.0385572367736,0.477124183006536,1층,C블록,21,5,208,2669,308,1층 C블록21열 12,17,41,2203
1층 C블록21열 6,65,149,24923.076923076922,679.5517948717949,1103.115341879862,0.436241610738255,1층,C블록,21,6,149,2670,308,1층 C블록21열 11,17,41,2208
1층 C블록21열 7,74,156,25472.972972972973,667.7396396396396,1083.0842460665976,0.47435897435897434,1층,C블록,21,7,89,2671,308,1층 C블록21열 10,17,41,2211
1층 C블록21열 8,65,150,22415.384615384617,622.0479487179488,1114.5030850787646,0.43333333333333335,1층,C블록,21,8,30,2672,308,1층 C블록21열 9,17,41,2213
1층 C블록21열 9,69,156,14202.898550724638,692.251690821256,1141.2858674225747,0.4423076923076923,1층,C블록,21,9,-30,2672,308,1층 C블록21열 8,17,41,2213
1층 C블록2열 1,60,141,60800.0,601.6155555555556,1061.9115557183459,0.425531914893617,1층,C블록,2,1,324,832,-76,1층 C블록2열 12,33,89,3573
1층 C블록2열 10,78,148,57551.282051282054,479.5106837606837,937.9476057428516,0.527027027027027,1층,C블록,2,10,-206,839,-76,1층 C블록2열 3,33,91,3700
1층 C블록2열 11,82,154,62634.14634146341,385.5556910569106,943.1108318335013,0.5324675324675324,1층,C블록,2,11,-265,835,-76,1층 C블록2열 2,33,90,3644
1층 C블록2열 12,87,157,59620.68965517241,289.2611111111111,906.4517482049724,0.554140127388535,1층,C블록,2,12,-324,832,-76,1층 C블록2열 1,33,89,3573
1층 C블록2열 2,83,158,53746.98795180723,606.9214859437751,1001.7858526668176,0.5253164556962026,1층,C블록,2,2,265,835,-76,1층 C블록2열 11,33,90,3644
1층 C블록2열 3,68,141,49014.705882352944,582.9497549019607,977.2801722240745,0.48226950354609927,1층,C블록,2,3,206,839,-76,1층 C블록2열 10,33,91,3700
1층 C블록2열 4,80,148,61100.0,547.6014583333333,906.6084960694942,0.5405405405405406,1층,C블록,2,4,147,840,-76,1층 C블록2열 9,33,91,3749
1층 C블록2열 5,85,144,67552.94117647059,528.5729411764705,804.5362343141909,0.5902777777777778,1층,C블록,2,5,88,841,-76,1층 C블록2열 8,33,92,3781
1층 C블록2열 6,92,151,63076.086956521736,384.48206521739127,771.9897746783714,0.609271523178808,1층,C블록,2,6,29,842,-76,1층 C블록2열 7,33,92,3797
1층 C블록2열 7,81,141,68469.13580246913,546.5537037037037,806.9507399455941,0.574468085106383,1층,C블록,2,7,-29,842,-76,1층 C블록2열 6,33,92,3797
1층 C블록2열 8,87,156,61057.471264367814,464.2095785440613,921.0388612759251,0.5576923076923077,1층,C블록,2,8,-88,841,-76,1층 C블록2열 5,33,92,3781
1층 C블록2열 9,73,142,57356.16438356164,456.6579908675799,928.4293435410766,0.5140845070422535,1층,C블록,2,9,-147,840,-76,1층 C블록2열 4,33,91,3749
1층 C블록3열 1,83,158,55180.72289156626,477.24799196787154,977.1733520199183,0.5253164556962026,1층,C블록,3,1,330,927,-59,1층 C블록3열 12,31,86,3348
1층 C블록3열 10,81,145,55172.83950617284,518.6541152263374,873.2200467019009,0.5586206896551724,1층,C블록,3,10,-210,934,-59,1층 C블록3열 3,32,87,3453
1층 C블록3열 11,93,156,53139.784946236556,429.0007168458781,841.1193487422626,0.5961538461538461,1층,C블록,3,11,-270,930,-59,1층 C블록3열 2,31,87,3407
1층 C블록3열 12,77,139,53181.818181818184,432.9166666666667,830.3098589156831,0.5539568345323741,1층,C블록,3,12,-330,927,-59,1층 C블록3열 1,31,86,3348
1층 C블록3열 2,76,151,57802.63157894737,527.9089912280701,986.7007552392014,0.5033112582781457,1층,C블록,3,2,270,930,-59,1층 C블록3열 11,31,87,3407
1층 C블록3열 3,73,143,47054.79452054795,512.4627853881278,921.0307249718362,0.5104895104895105,1층,C블록,3,3,210,934,-59,1층 C블록3열 10,32,87,3453
1층 C블록3열 4,88,144,63681.818181818184,416.41344696969696,761.6898254376433,0.6111111111111112,1층,C블록,3,4,150,935,-59,1층 C블록3열 9,32,88,3492
1층 C블록3열 5,106,159,60433.96226415094,421.2224842767295,731.5454304934725,0.6666666666666666,1층,C블록,3,5,90,936,-59,1층 C블록3열 8,32,89,3519
1층 C블록3열 6,81,136,55876.543209876545,552.9738683127572,752.3014621140978,0.5955882352941176,1층,C블록,3,6,30,937,-59,1층 C블록3열 7,32,89,3531
1층 C블록3열 7,91,155,57835.16483516483,531.5474358974359,853.4800200695012,0.5870967741935483,1층,C블록,3,7,-30,937,-59,1층 C블록3열 6,32,89,3531
1층 C블록3열 8,84,145,62035.71428571428,460.6396825396825,820.285498199264,0.5793103448275863,1층,C블록,3,8,-90,936,-59,1층 C블록3열 5,32,89,3519
1층 C블록3열 9,83,148,53831.32530120482,468.19297188755024,862.9744247595298,0.5608108108108109,1층,C블록,3,9,-150,935,-59,1층 C블록3열 4,32,88,3492
1층 C블록4열 1,72,139,52888.88888888889,480.11712962962963,882.8193624267881,0.5179856115107914,1층,C블록,4,1,335,1022,-42,1층 C블록4열 12,30,82,3165
1층 C블록4열 10,84,146,45976.19047619047,557.6107142857143,836.8927329400242,0.5753424657534246,1층,C블록,4,10,-213,1029,-42,1층 C블록4열 3,30,84,3254
1층 C블록4열 11,90,146,51555.555555555555,587.0257407407407,755.2388538210656,0.6164383561643836,1층,C블록,4,11,-274,1025,-42,1층 C블록4열 2,30,83,3215
1층 C블록4열 12,99,158,46464.64646464647,541.4728956228956,791.8539628523391,0.6265822784810127,1층,C블록,4,12,-335,1022,-42,1층 C블록4열 1,30,82,3165
1층 C블록4열 2,96,156,47760.416666666664,526.9123263888888,808.1968200673041,0.6153846153846154,1층,C블록,4,2,274,1025,-42,1층 C블록4열 11,30,83,3215
1층 C블록4열 3,78,138,51551.282051282054,476.1816239316239,806.5509442975629,0.5652173913043478,1층,C블록,4,3,213,1029,-42,1층 C블록4열 10,30,84,3254
1층 C블록4열 4,86,148,51720.93023255814,521.293992248062,826.6895901997129,0.581081081081081,1층,C블록,4,4,152,1030,-42,1층 C블록4열 9,30,85,3288
1층 C블록4열 5,79,145,52810.126582278484,494.21793248945147,885.3098026037677,0.5448275862068965,1층,C블록,4,5,91,1031,-42,1층 C블록4열 8,31,85,3310
1층 C블록4열 6,94,155,51223.40425531915,413.93156028368793,814.5959664206974,0.6064516129032258,1층,C블록,4,6,30,1032,-42,1층 C블록4열 7,31,86,3320
1층 C블록4열 7,81,136,58987.654320987655,498.4148148148148,756.8334537541235,0.5955882352941176,1층,C블록,4,7,-30,1032,-42,1층 C블록4열 6,31,86,3320
1층 C블록4열 8,98,156,51734.69387755102,531.8539115646258,786.6266878581912,0.6282051282051282,1층,C블록,4,8,-91,1031,-42,1층 C블록4열 5,31,85,3310
1층 C블록4열 9,79,140,52113.92405063291,573.2879746835443,824.5787974079163,0.5642857142857143,1층,C블록,4,9,-152,1030,-42,1층 C블록4열 4,30,85,3288
1층 C블록5열 1,90,157,44211.11111111111,361.1303703703704,887.114872579788,0.5732484076433121,1층,C블록,5,1,341,1116,-24,1층 C블록5열 12,29,79,3014
1층 C블록5열 10,92,141,49597.82608695652,568.1280797101449,687.5462820308968,0.6524822695035462,1층,C블록,5,10,-217,1124,-24,1층 C블록5열 3,29,81,3091
1층 C블록5열 11,102,158,45852.94117647059,551.8596405228758,763.5855061843413,0.6455696202531646,1층,C블록,5,11,-279,1120,-24,1층 C블록5열 2,29,80,3057
1층 C블록5열 12,79,137,57417.72151898734,560.3611814345992,781.0453197367557,0.5766423357664233,1층,C블록,5,12,-341,1116,-24,1층 C블록5열 1,29,79,3014
1층 C블록5열 2,80,149,43337.5,451.75666666666666,922.7207498514497,0.5369127516778524,1층,C블록,5,2,279,1120,-24,1층 C블록5열 11,29,80,3057
1층 C블록5열 3,84,143,49869.04761904762,529.3666666666667,798.3370972539425,0.5874125874125874,1층,C블록,5,3,217,1124,-24,1층 C블록5열 10,29,81,3091
1층 C블록5열 4,79,144,48962.0253164557,425.9177215189873,859.6610721123958,0.5486111111111112,1층,C블록,5,4,155,1125,-24,1층 C블록5열 9,29,81,3120
1층 C블록5열 5,95,156,46884.21052631579,475.17578947368423,823.8172640820839,0.6089743589743589,1층,C블록,5,5,93,1126,-24,1층 C블록5열 8,29,82,3139
1층 C블록5열 6,80,136,52875.0,374.775625,748.8692506623938,0.5882352941176471,1층,C블록,5,6,31,1127,-24,1층 C블록5열 7,29,82,3148
1층 C블록5열 7,101,156,51574.25742574257,488.48217821782174,748.9742577633635,0.6474358974358975,1층,C블록,5,7,-31,1127,-24,1층 C블록5열 6,29,82,3148
1층 C블록5열 8,80,139,49962.5,456.45354166666664,788.8454482484278,0.5755395683453237,1층,C블록,5,8,-93,1126,-24,1층 C블록5열 5,29,82,3139
1층 C블록5열 9,87,148,47827.58620689655,407.5572796934866,814.3555395106388,0.5878378378378378,1층,C블록,5,9,-155,1125,-24,1층 C블록5열 4,29,81,3120
1층 C블록6열 1,88,141,34500.0,686.9689393939393,737.0162110757038,0.624113475177305,1층,C블록,6,1,354,1211,-7,1층 C블록6열 13,28,76,2883
1층 C블록6열 10,90,145,32733.333333333332,675.4035185185185,779.4974751683629,0.6206896551724138,1층,C블록,6,10,-177,1220,-7,1층 C블록6열 4,28,78,2975
1층 C블록6열 11,89,149,38629.213483146064,638.4172284644195,824.9475130396744,0.5973154362416108,1층,C블록,6,11,-236,1217,-7,1층 C블록6열 3,28,77,2952
1층 C블록6열 12,102,156,47813.72549019608,639.4449346405229,759.8488594586784,0.6538461538461539,1층,C블록,6,12,-295,1214,-7,1층 C블록6열 2,28,77,2921
1층 C블록6열 13,86,143,46744.186046511626,590.0436046511628,787.2065798253224,0.6013986013986014,1층,C블록,6,13,-354,1211,-7,1층 C블록6열 1,28,76,2883
1층 C블록6열 2,100,155,38710.0,636.663,761.6183708074452,0.6451612903225806,1층,C블록,6,2,295,1214,-7,1층 C블록6열 12,28,77,2921
1층 C블록6열 3,91,144,40637.36263736264,730.7384615384615,748.6609176420803,0.6319444444444444,1층,C블록,6,3,236,1217,-7,1층 C블록6열 11,28,77,2952
1층 C블록6열 4,92,146,33836.95652173913,688.3360507246376,756.1661527353737,0.6301369863013698,1층,C블록,6,4,177,1220,-7,1층 C블록6열 10,28,78,2975
1층 C블록6열 5,91,146,38461.53846153846,656.6591575091576,781.3499866970355,0.6232876712328768,1층,C블록,6,5,118,1221,-7,1층 C블록6열 9,28,78,2994
1층 C블록6열 6,101,155,33396.039603960395,696.9293729372937,754.2260120796612,0.6516129032258065,1층,C블록,6,6,59,1222,-7,1층 C블록6열 8,28,79,3005
1층 C블록6열 7,85,139,40341.17647058824,647.45,753.8332350176274,0.6115107913669064,1층,C블록,6,7,0,1223,-7,1층 C블록6열 7,28,79,3008
1층 C블록6열 8,107,157,39271.02803738318,657.3529595015576,703.5781532713688,0.6815286624203821,1층,C블록,6,8,-59,1222,-7,1층 C블록6열 6,28,79,3005
1층 C블록6열 9,86,142,32883.72093023256,642.8990310077519,769.1815678655512,0.6056338028169014,1층,C블록,6,9,-118,1221,-7,1층 C블록6열 5,28,78,2994
1층 C블록7열 1,95,154,33968.42105263158,559.1421052631579,804.5390283033785,0.6168831168831169,1층,C블록,7,1,360,1306,12,1층 C블록7열 13,27,72,2777
1층 C블록7열 10,92,145,27293.478260869564,731.4496376811594,750.9161645875869,0.6344827586206897,1층,C블록,7,10,-180,1314,12,1층 C블록7열 4,27,74,2861
1층 C블록7열 11,96,153,33375.0,713.8953124999999,798.8981440492195,0.6274509803921569,1층,C블록,7,11,-240,1312,12,1층 C블록7열 3,27,74,2839
1층 C블록7열 12,89,143,34404.49438202247,722.7318352059925,762.8106147157592,0.6223776223776224,1층,C블록,7,12,-300,1309,12,1층 C블록7열 2,27,73,2811
1층 C블록7열 13,96,154,32552.083333333332,703.1934027777778,802.4112287902366,0.6233766233766234,1층,C블록,7,13,-360,1306,12,1층 C블록7열 1,27,72,2777
1층 C블록7열 2,89,146,28292.134831460673,576.7468164794008,782.7673577759712,0.6095890410958904,1층,C블록,7,2,300,1309,12,1층 C블록7열 12,27,73,2811
1층 C블록7열 3,98,154,32918.36734693877,625.5697278911565,774.8559510080554,0.6363636363636364,1층,C블록,7,3,240,1312,12,1층 C블록7열 11,27,74,2839
1층 C블록7열 4,90,141,29711.11111111111,700.4959259259259,721.6145371342816,0.6382978723404256,1층,C블록,7,4,180,1314,12,1층 C블록7열 10,27,74,2861
1층 C블록7열 5,98,151,28500.0,616.6428571428571,748.8138230609597,0.6490066225165563,1층,C블록,7,5,120,1316,12,1층 C블록7열 9,27,75,2877
1층 C블록7열 6,95,144,36273.68421052631,701.6271929824561,692.889735020218,0.6597222222222222,1층,C블록,7,6,60,1317,12,1층 C블록7열 8,27,75,2886
1층 C블록7열 7,103,152,32533.980582524273,624.5906148867314,677.9855263970236,0.6776315789473685,1층,C블록,7,7,0,1318,12,1층 C블록7열 7,27,75,2889
1층 C블록7열 8,92,146,34260.86956521739,680.3920289855072,742.7879735652637,0.6301369863013698,1층,C블록,7,8,-60,1317,12,1층 C블록7열 6,27,75,2886
1층 C블록7열 9,93,148,30064.516129032258,713.658064516129,762.0437797940635,0.6283783783783784,1층,C블록,7,9,-120,1316,12,1층 C블록7열 5,27,75,2877
1층 C블록8열 1,82,142,32451.219512195123,564.1711382113821,797.6335573047518,0.5774647887323944,1층,C블록,8,1,360,1401,30,1층 C블록8열 13,26,69,2691
1층 C블록8열 10,91,146,29131.86813186813,584.4822344322345,771.3615428680746,0.6232876712328768,1층,C블록,8,10,-180,1409,30,1층 C블록8열 4,26,71,2765
1층 C블록8열 11,90,146,38444.444444444445,669.025,779.2775505636181,0.6164383561643836,1층,C블록,8,11,-240,1408,30,1층 C블록8열 3,26,71,2745
1층 C블록8열 12,97,154,33350.51546391752,654.4812714776632,786.0724543836975,0.6298701298701299,1층,C블록,8,12,-300,1404,30,1층 C블록8열 2,26,70,2721
1층 C블록8열 13,82,140,39634.14634146341,560.8339430894308,788.2262189979272,0.5857142857142857,1층,C블록,8,13,-360,1401,30,1층 C블록8열 1,26,69,2691
1층 C블록8열 2,94,156,34627.65957446808,529.3586879432625,824.3065322448946,0.6025641025641025,1층,C블록,8,2,300,1404,30,1층 C블록8열 12,26,70,2721
1층 C블록8열 3,83,144,38313.25301204819,554.863453815261,816.3179796323446,0.5763888888888888,1층,C블록,8,3,240,1408,30,1층 C블록8열 11,26,71,2745
1층 C블록8열 4,87,146,37632.183908045976,560.5701149425287,803.0787328625081,0.5958904109589042,1층,C블록,8,4,180,1409,30,1층 C블록8열 10,26,71,2765
1층 C블록8열 5,88,146,38522.72727272727,590.5054924242423,808.0025720010176,0.6027397260273972,1층,C블록,8,5,120,1411,30,1층 C블록8열 9,26,72,2779
1층 C블록8열 6,97,153,40597.9381443299,590.9123711340206,778.6149140473291,0.6339869281045751,1층,C블록,8,6,60,1412,30,1층 C블록8열 8,26,72,2788
1층 C블록8열 7,86,136,44604.651162790695,522.5906976744186,690.7266624764918,0.6323529411764706,1층,C블록,8,7,0,1413,30,1층 C블록8열 7,26,72,2790
1층 C블록8열 8,99,156,38363.63636363636,550.1976430976431,771.398076421837,0.6346153846153846,1층,C블록,8,8,-60,1412,30,1층 C블록8열 6,26,72,2788
1층 C블록8열 9,87,142,38977.011494252874,517.0473180076627,754.0833561368655,0.6126760563380281,1층,C블록,8,9,-120,1411,30,1층 C블록8열 5,26,72,2779
1층 C블록9열 1,94,155,37978.72340425532,618.5666666666666,838.173985221573,0.6064516129032258,1층,C블록,9,1,360,1496,50,1층 C블록9열 13,25,66,2616
1층 C블록9열 10,80,141,32425.0,621.9866666666667,840.4852955018172,0.5673758865248227,1층,C블록,9,10,-180,1505,50,1층 C블록9열 4,25,68,2682
1층 C블록9열 11,99,155,37040.40404040404,600.5218855218855,766.7589841170284,0.6387096774193548,1층,C블록,9,11,-240,1503,50,1층 C블록9열 3,25,68,2664
